2022-09-15 10:09:23.989 [Flat Map (1/6)#0] INFO  o.apache.flink.streaming.runtime.tasks.StreamTask - Checkpoint storage is set to 'jobmanager'
2022-09-15 10:09:23.990 [Sink: Unnamed (1/6)#0] INFO  o.apache.flink.streaming.runtime.tasks.StreamTask - No state backend has been configured, using default (HashMap) org.apache.flink.runtime.state.hashmap.HashMapStateBackend@16375e95
2022-09-15 10:09:23.990 [Sink: Unnamed (1/6)#0] INFO  org.apache.flink.runtime.state.StateBackendLoader - State backend loader loads the state backend as HashMapStateBackend
2022-09-15 10:09:23.990 [Sink: Unnamed (1/6)#0] INFO  o.apache.flink.streaming.runtime.tasks.StreamTask - Checkpoint storage is set to 'jobmanager'
2022-09-15 10:09:23.990 [flink-akka.actor.default-dispatcher-4] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Received task Sink: Unnamed (5/6)#0 (ad5013d4a3894c0da89f2025c57e67ed), deploy into slot with allocation id d0eb4de732477b1102d4304184871379.
2022-09-15 10:09:23.991 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot a10aa41d35e7f0b54e0143cd6fcae83b.
2022-09-15 10:09:23.991 [Sink: Unnamed (2/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Sink: Unnamed (2/6)#0 (e16d258903dfb4277995ccf5a741153f) switched from CREATED to DEPLOYING.
2022-09-15 10:09:23.991 [Sink: Unnamed (2/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Loading JAR files for task Sink: Unnamed (2/6)#0 (e16d258903dfb4277995ccf5a741153f) [DEPLOYING].
2022-09-15 10:09:23.991 [Sink: Unnamed (2/6)#0] INFO  o.apache.flink.streaming.runtime.tasks.StreamTask - No state backend has been configured, using default (HashMap) org.apache.flink.runtime.state.hashmap.HashMapStateBackend@22d27cf8
2022-09-15 10:09:23.991 [Sink: Unnamed (2/6)#0] INFO  org.apache.flink.runtime.state.StateBackendLoader - State backend loader loads the state backend as HashMapStateBackend
2022-09-15 10:09:23.992 [Sink: Unnamed (2/6)#0] INFO  o.apache.flink.streaming.runtime.tasks.StreamTask - Checkpoint storage is set to 'jobmanager'
2022-09-15 10:09:23.992 [flink-akka.actor.default-dispatcher-4] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Received task Sink: Unnamed (6/6)#0 (561c9b59b5906533646d009a1ad6a8fa), deploy into slot with allocation id a10aa41d35e7f0b54e0143cd6fcae83b.
2022-09-15 10:09:23.993 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot a10aa41d35e7f0b54e0143cd6fcae83b.
2022-09-15 10:09:23.993 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot d0eb4de732477b1102d4304184871379.
2022-09-15 10:09:23.993 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot 31d3ad09a42a50d5ccc0b3ed182621d4.
2022-09-15 10:09:23.993 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot 1ebbf674da1194f2f659151e10db97ea.
2022-09-15 10:09:23.993 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot b42a4999ade125cac97529dcd3a2d13f.
2022-09-15 10:09:23.993 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.runtime.taskexecutor.slot.TaskSlotTableImpl - Activate slot 832c6e75b408920c9dc36eff76720034.
2022-09-15 10:09:23.993 [Sink: Unnamed (6/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Sink: Unnamed (6/6)#0 (561c9b59b5906533646d009a1ad6a8fa) switched from CREATED to DEPLOYING.
2022-09-15 10:09:23.993 [Sink: Unnamed (6/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Loading JAR files for task Sink: Unnamed (6/6)#0 (561c9b59b5906533646d009a1ad6a8fa) [DEPLOYING].
2022-09-15 10:09:23.994 [Sink: Unnamed (6/6)#0] INFO  o.apache.flink.streaming.runtime.tasks.StreamTask - No state backend has been configured, using default (HashMap) org.apache.flink.runtime.state.hashmap.HashMapStateBackend@21affd29
2022-09-15 10:09:23.994 [Sink: Unnamed (6/6)#0] INFO  org.apache.flink.runtime.state.StateBackendLoader - State backend loader loads the state backend as HashMapStateBackend
2022-09-15 10:09:23.994 [Sink: Unnamed (6/6)#0] INFO  o.apache.flink.streaming.runtime.tasks.StreamTask - Checkpoint storage is set to 'jobmanager'
2022-09-15 10:09:23.994 [Flat Map (4/6)#0] INFO  o.apache.flink.streaming.runtime.tasks.StreamTask - No state backend has been configured, using default (HashMap) org.apache.flink.runtime.state.hashmap.HashMapStateBackend@d4fe6a2
2022-09-15 10:09:23.994 [Flat Map (4/6)#0] INFO  org.apache.flink.runtime.state.StateBackendLoader - State backend loader loads the state backend as HashMapStateBackend
2022-09-15 10:09:23.994 [Flat Map (4/6)#0] INFO  o.apache.flink.streaming.runtime.tasks.StreamTask - Checkpoint storage is set to 'jobmanager'
2022-09-15 10:09:23.995 [Flat Map (2/6)#0] INFO  o.apache.flink.streaming.runtime.tasks.StreamTask - No state backend has been configured, using default (HashMap) org.apache.flink.runtime.state.hashmap.HashMapStateBackend@38d78024
2022-09-15 10:09:23.995 [Flat Map (2/6)#0] INFO  org.apache.flink.runtime.state.StateBackendLoader - State backend loader loads the state backend as HashMapStateBackend
2022-09-15 10:09:23.995 [Flat Map (2/6)#0] INFO  o.apache.flink.streaming.runtime.tasks.StreamTask - Checkpoint storage is set to 'jobmanager'
2022-09-15 10:09:23.995 [Sink: Unnamed (1/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Sink: Unnamed (1/6)#0 (269934c91c5358976ff0d846c8b45392) switched from DEPLOYING to INITIALIZING.
2022-09-15 10:09:23.996 [Sink: Unnamed (6/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Sink: Unnamed (6/6)#0 (561c9b59b5906533646d009a1ad6a8fa) switched from DEPLOYING to INITIALIZING.
2022-09-15 10:09:23.996 [Flat Map (2/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Flat Map (2/6)#0 (637e9b2fa3e04b020694ccdb23115423) switched from DEPLOYING to INITIALIZING.
2022-09-15 10:09:23.996 [Flat Map (3/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Flat Map (3/6)#0 (136de12344d2a3f235d2343418b8af0e) switched from DEPLOYING to INITIALIZING.
2022-09-15 10:09:23.997 [Flat Map (6/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Flat Map (6/6)#0 (b3483772af4de6032a7400d129613164) switched from DEPLOYING to INITIALIZING.
2022-09-15 10:09:23.997 [Flat Map (1/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Flat Map (1/6)#0 (9c35645e7e211cc13a5380c61e8a1361) switched from DEPLOYING to INITIALIZING.
2022-09-15 10:09:23.997 [Sink: Unnamed (2/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Sink: Unnamed (2/6)#0 (e16d258903dfb4277995ccf5a741153f) switched from DEPLOYING to INITIALIZING.
2022-09-15 10:09:23.998 [Flat Map (4/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Flat Map (4/6)#0 (338b4d7206a8c14b64b70c2bdec3e7eb) switched from DEPLOYING to INITIALIZING.
2022-09-15 10:09:23.998 [flink-akka.actor.default-dispatcher-8] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (1/6) (269934c91c5358976ff0d846c8b45392) switched from DEPLOYING to INITIALIZING.
2022-09-15 10:09:23.999 [Source: Custom Source -> Timestamps/Watermarks (1/1)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Source: Custom Source -> Timestamps/Watermarks (1/1)#0 (7c93415ac6f30adb41ce7f5992803532) switched from DEPLOYING to INITIALIZING.
2022-09-15 10:09:23.999 [flink-akka.actor.default-dispatcher-8] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (6/6) (561c9b59b5906533646d009a1ad6a8fa) switched from DEPLOYING to INITIALIZING.
2022-09-15 10:09:23.999 [flink-akka.actor.default-dispatcher-8] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (2/6) (637e9b2fa3e04b020694ccdb23115423) switched from DEPLOYING to INITIALIZING.
2022-09-15 10:09:23.999 [flink-akka.actor.default-dispatcher-8] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (3/6) (136de12344d2a3f235d2343418b8af0e) switched from DEPLOYING to INITIALIZING.
2022-09-15 10:09:23.999 [flink-akka.actor.default-dispatcher-8] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (1/6) (9c35645e7e211cc13a5380c61e8a1361) switched from DEPLOYING to INITIALIZING.
2022-09-15 10:09:23.999 [flink-akka.actor.default-dispatcher-8] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (6/6) (b3483772af4de6032a7400d129613164) switched from DEPLOYING to INITIALIZING.
2022-09-15 10:09:24.000 [flink-akka.actor.default-dispatcher-8] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (2/6) (e16d258903dfb4277995ccf5a741153f) switched from DEPLOYING to INITIALIZING.
2022-09-15 10:09:24.000 [flink-akka.actor.default-dispatcher-8] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (4/6) (338b4d7206a8c14b64b70c2bdec3e7eb) switched from DEPLOYING to INITIALIZING.
2022-09-15 10:09:24.000 [flink-akka.actor.default-dispatcher-8] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Source: Custom Source -> Timestamps/Watermarks (1/1) (7c93415ac6f30adb41ce7f5992803532) switched from DEPLOYING to INITIALIZING.
2022-09-15 10:09:24.007 [Sink: Unnamed (4/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Sink: Unnamed (4/6)#0 (22c1ed8c857ecbea5259a1e84083427e) switched from CREATED to DEPLOYING.
2022-09-15 10:09:24.007 [Sink: Unnamed (3/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Sink: Unnamed (3/6)#0 (9e432374cb6a5ca8146f716244528769) switched from CREATED to DEPLOYING.
2022-09-15 10:09:24.007 [Sink: Unnamed (4/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Loading JAR files for task Sink: Unnamed (4/6)#0 (22c1ed8c857ecbea5259a1e84083427e) [DEPLOYING].
2022-09-15 10:09:24.007 [Sink: Unnamed (3/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Loading JAR files for task Sink: Unnamed (3/6)#0 (9e432374cb6a5ca8146f716244528769) [DEPLOYING].
2022-09-15 10:09:24.008 [Sink: Unnamed (3/6)#0] INFO  o.apache.flink.streaming.runtime.tasks.StreamTask - No state backend has been configured, using default (HashMap) org.apache.flink.runtime.state.hashmap.HashMapStateBackend@9c003f8
2022-09-15 10:09:24.008 [Sink: Unnamed (3/6)#0] INFO  org.apache.flink.runtime.state.StateBackendLoader - State backend loader loads the state backend as HashMapStateBackend
2022-09-15 10:09:24.009 [Sink: Unnamed (3/6)#0] INFO  o.apache.flink.streaming.runtime.tasks.StreamTask - Checkpoint storage is set to 'jobmanager'
2022-09-15 10:09:24.009 [Sink: Unnamed (3/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Sink: Unnamed (3/6)#0 (9e432374cb6a5ca8146f716244528769) switched from DEPLOYING to INITIALIZING.
2022-09-15 10:09:24.011 [Flat Map (5/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Flat Map (5/6)#0 (5d800184f693531dd77990c6829754cd) switched from CREATED to DEPLOYING.
2022-09-15 10:09:24.011 [Flat Map (5/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Loading JAR files for task Flat Map (5/6)#0 (5d800184f693531dd77990c6829754cd) [DEPLOYING].
2022-09-15 10:09:24.013 [Sink: Unnamed (4/6)#0] INFO  o.apache.flink.streaming.runtime.tasks.StreamTask - No state backend has been configured, using default (HashMap) org.apache.flink.runtime.state.hashmap.HashMapStateBackend@5596ae6b
2022-09-15 10:09:24.013 [Sink: Unnamed (4/6)#0] INFO  org.apache.flink.runtime.state.StateBackendLoader - State backend loader loads the state backend as HashMapStateBackend
2022-09-15 10:09:24.013 [Sink: Unnamed (4/6)#0] INFO  o.apache.flink.streaming.runtime.tasks.StreamTask - Checkpoint storage is set to 'jobmanager'
2022-09-15 10:09:24.013 [Sink: Unnamed (4/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Sink: Unnamed (4/6)#0 (22c1ed8c857ecbea5259a1e84083427e) switched from DEPLOYING to INITIALIZING.
2022-09-15 10:09:24.014 [flink-akka.actor.default-dispatcher-7] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (3/6) (9e432374cb6a5ca8146f716244528769) switched from DEPLOYING to INITIALIZING.
2022-09-15 10:09:24.014 [flink-akka.actor.default-dispatcher-7] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (4/6) (22c1ed8c857ecbea5259a1e84083427e) switched from DEPLOYING to INITIALIZING.
2022-09-15 10:09:24.015 [Flat Map (5/6)#0] INFO  o.apache.flink.streaming.runtime.tasks.StreamTask - No state backend has been configured, using default (HashMap) org.apache.flink.runtime.state.hashmap.HashMapStateBackend@7f3d4b14
2022-09-15 10:09:24.015 [Flat Map (5/6)#0] INFO  org.apache.flink.runtime.state.StateBackendLoader - State backend loader loads the state backend as HashMapStateBackend
2022-09-15 10:09:24.015 [Flat Map (5/6)#0] INFO  o.apache.flink.streaming.runtime.tasks.StreamTask - Checkpoint storage is set to 'jobmanager'
2022-09-15 10:09:24.015 [Flat Map (5/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Flat Map (5/6)#0 (5d800184f693531dd77990c6829754cd) switched from DEPLOYING to INITIALIZING.
2022-09-15 10:09:24.017 [flink-akka.actor.default-dispatcher-4] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (5/6) (5d800184f693531dd77990c6829754cd) switched from DEPLOYING to INITIALIZING.
2022-09-15 10:09:24.020 [Sink: Unnamed (5/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Sink: Unnamed (5/6)#0 (ad5013d4a3894c0da89f2025c57e67ed) switched from CREATED to DEPLOYING.
2022-09-15 10:09:24.021 [Sink: Unnamed (5/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Loading JAR files for task Sink: Unnamed (5/6)#0 (ad5013d4a3894c0da89f2025c57e67ed) [DEPLOYING].
2022-09-15 10:09:24.021 [Sink: Unnamed (5/6)#0] INFO  o.apache.flink.streaming.runtime.tasks.StreamTask - No state backend has been configured, using default (HashMap) org.apache.flink.runtime.state.hashmap.HashMapStateBackend@58cba1ab
2022-09-15 10:09:24.022 [Sink: Unnamed (5/6)#0] INFO  org.apache.flink.runtime.state.StateBackendLoader - State backend loader loads the state backend as HashMapStateBackend
2022-09-15 10:09:24.022 [Sink: Unnamed (5/6)#0] INFO  o.apache.flink.streaming.runtime.tasks.StreamTask - Checkpoint storage is set to 'jobmanager'
2022-09-15 10:09:24.022 [Sink: Unnamed (5/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Sink: Unnamed (5/6)#0 (ad5013d4a3894c0da89f2025c57e67ed) switched from DEPLOYING to INITIALIZING.
2022-09-15 10:09:24.022 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (5/6) (ad5013d4a3894c0da89f2025c57e67ed) switched from DEPLOYING to INITIALIZING.
2022-09-15 10:09:24.089 [Sink: Unnamed (1/6)#0] INFO  o.a.f.r.state.heap.HeapKeyedStateBackendBuilder - Finished to build heap keyed state-backend.
2022-09-15 10:09:24.089 [Sink: Unnamed (6/6)#0] INFO  o.a.f.r.state.heap.HeapKeyedStateBackendBuilder - Finished to build heap keyed state-backend.
2022-09-15 10:09:24.089 [Sink: Unnamed (2/6)#0] INFO  o.a.f.r.state.heap.HeapKeyedStateBackendBuilder - Finished to build heap keyed state-backend.
2022-09-15 10:09:24.089 [Sink: Unnamed (5/6)#0] INFO  o.a.f.r.state.heap.HeapKeyedStateBackendBuilder - Finished to build heap keyed state-backend.
2022-09-15 10:09:24.090 [Sink: Unnamed (4/6)#0] INFO  o.a.f.r.state.heap.HeapKeyedStateBackendBuilder - Finished to build heap keyed state-backend.
2022-09-15 10:09:24.090 [Sink: Unnamed (3/6)#0] INFO  o.a.f.r.state.heap.HeapKeyedStateBackendBuilder - Finished to build heap keyed state-backend.
2022-09-15 10:09:24.091 [Flat Map (3/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Flat Map (3/6)#0 (136de12344d2a3f235d2343418b8af0e) switched from INITIALIZING to RUNNING.
2022-09-15 10:09:24.092 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (3/6) (136de12344d2a3f235d2343418b8af0e) switched from INITIALIZING to RUNNING.
2022-09-15 10:09:24.093 [Flat Map (4/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Flat Map (4/6)#0 (338b4d7206a8c14b64b70c2bdec3e7eb) switched from INITIALIZING to RUNNING.
2022-09-15 10:09:24.094 [flink-akka.actor.default-dispatcher-7] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (4/6) (338b4d7206a8c14b64b70c2bdec3e7eb) switched from INITIALIZING to RUNNING.
2022-09-15 10:09:24.098 [Source: Custom Source -> Timestamps/Watermarks (1/1)#0] INFO  o.a.f.s.a.f.source.MessageAcknowledgingSourceBase - No state to restore for the RMQSource.
2022-09-15 10:09:24.100 [Flat Map (5/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Flat Map (5/6)#0 (5d800184f693531dd77990c6829754cd) switched from INITIALIZING to RUNNING.
2022-09-15 10:09:24.101 [Flat Map (6/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Flat Map (6/6)#0 (b3483772af4de6032a7400d129613164) switched from INITIALIZING to RUNNING.
2022-09-15 10:09:24.101 [Flat Map (1/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Flat Map (1/6)#0 (9c35645e7e211cc13a5380c61e8a1361) switched from INITIALIZING to RUNNING.
2022-09-15 10:09:24.100 [Sink: Unnamed (1/6)#0] INFO  o.a.flink.runtime.state.heap.HeapKeyedStateBackend - Initializing heap keyed state backend with stream factory.
2022-09-15 10:09:24.101 [Sink: Unnamed (2/6)#0] INFO  o.a.flink.runtime.state.heap.HeapKeyedStateBackend - Initializing heap keyed state backend with stream factory.
2022-09-15 10:09:24.102 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (6/6) (b3483772af4de6032a7400d129613164) switched from INITIALIZING to RUNNING.
2022-09-15 10:09:24.103 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (5/6) (5d800184f693531dd77990c6829754cd) switched from INITIALIZING to RUNNING.
2022-09-15 10:09:24.101 [Sink: Unnamed (6/6)#0] INFO  o.a.flink.runtime.state.heap.HeapKeyedStateBackend - Initializing heap keyed state backend with stream factory.
2022-09-15 10:09:24.104 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (1/6) (9c35645e7e211cc13a5380c61e8a1361) switched from INITIALIZING to RUNNING.
2022-09-15 10:09:24.105 [Sink: Unnamed (5/6)#0] INFO  o.a.flink.runtime.state.heap.HeapKeyedStateBackend - Initializing heap keyed state backend with stream factory.
2022-09-15 10:09:24.106 [Sink: Unnamed (4/6)#0] INFO  o.a.flink.runtime.state.heap.HeapKeyedStateBackend - Initializing heap keyed state backend with stream factory.
2022-09-15 10:09:24.106 [Sink: Unnamed (3/6)#0] INFO  o.a.flink.runtime.state.heap.HeapKeyedStateBackend - Initializing heap keyed state backend with stream factory.
2022-09-15 10:09:24.106 [Flat Map (2/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Flat Map (2/6)#0 (637e9b2fa3e04b020694ccdb23115423) switched from INITIALIZING to RUNNING.
2022-09-15 10:09:24.107 [flink-akka.actor.default-dispatcher-8] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (2/6) (637e9b2fa3e04b020694ccdb23115423) switched from INITIALIZING to RUNNING.
2022-09-15 10:09:24.123 [Sink: Unnamed (1/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Sink: Unnamed (1/6)#0 (269934c91c5358976ff0d846c8b45392) switched from INITIALIZING to RUNNING.
2022-09-15 10:09:24.123 [Sink: Unnamed (5/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Sink: Unnamed (5/6)#0 (ad5013d4a3894c0da89f2025c57e67ed) switched from INITIALIZING to RUNNING.
2022-09-15 10:09:24.124 [flink-akka.actor.default-dispatcher-4] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (1/6) (269934c91c5358976ff0d846c8b45392) switched from INITIALIZING to RUNNING.
2022-09-15 10:09:24.125 [flink-akka.actor.default-dispatcher-4] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (5/6) (ad5013d4a3894c0da89f2025c57e67ed) switched from INITIALIZING to RUNNING.
2022-09-15 10:09:24.125 [Sink: Unnamed (3/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Sink: Unnamed (3/6)#0 (9e432374cb6a5ca8146f716244528769) switched from INITIALIZING to RUNNING.
2022-09-15 10:09:24.126 [Sink: Unnamed (2/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Sink: Unnamed (2/6)#0 (e16d258903dfb4277995ccf5a741153f) switched from INITIALIZING to RUNNING.
2022-09-15 10:09:24.126 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (3/6) (9e432374cb6a5ca8146f716244528769) switched from INITIALIZING to RUNNING.
2022-09-15 10:09:24.126 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (2/6) (e16d258903dfb4277995ccf5a741153f) switched from INITIALIZING to RUNNING.
2022-09-15 10:09:24.127 [Sink: Unnamed (6/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Sink: Unnamed (6/6)#0 (561c9b59b5906533646d009a1ad6a8fa) switched from INITIALIZING to RUNNING.
2022-09-15 10:09:24.127 [flink-akka.actor.default-dispatcher-4] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (6/6) (561c9b59b5906533646d009a1ad6a8fa) switched from INITIALIZING to RUNNING.
2022-09-15 10:09:24.127 [Sink: Unnamed (4/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Sink: Unnamed (4/6)#0 (22c1ed8c857ecbea5259a1e84083427e) switched from INITIALIZING to RUNNING.
2022-09-15 10:09:24.128 [flink-akka.actor.default-dispatcher-4] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (4/6) (22c1ed8c857ecbea5259a1e84083427e) switched from INITIALIZING to RUNNING.
2022-09-15 10:09:24.249 [Source: Custom Source -> Timestamps/Watermarks (1/1)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Source: Custom Source -> Timestamps/Watermarks (1/1)#0 (7c93415ac6f30adb41ce7f5992803532) switched from INITIALIZING to RUNNING.
2022-09-15 10:09:24.249 [flink-akka.actor.default-dispatcher-6] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Source: Custom Source -> Timestamps/Watermarks (1/1) (7c93415ac6f30adb41ce7f5992803532) switched from INITIALIZING to RUNNING.
